t,pan_deg,tilt_deg,pan_vel_deg_s,tilt_vel_deg_s,pan_acc_deg_s2,tilt_acc_deg_s2,human,cx,cy
11.1204,132.6,133.8,0,0,0,0,3,697,374
11.1725,132.6,133.8,0,0,0,0,3,658,374
11.2255,132.6,133.8,0,0,0,0,3,658,376
11.2783,132.6,133.8,0,0,0,0,3,653,369
11.3321,132.6,133.8,0,0,0,0,3,646,375
11.3828,132.6,133.8,0,0,0,0,2,652,377
11.4366,132.6,133.8,0,0,0,0,2,657,380
11.4895,132.6,133.8,0,0,0,0,2,655,373
11.5416,132.6,133.8,0,0,0,0,2,650,372
11.5961,132.6,133.8,0,0,0,0,2,648,375
11.649,132.6,133.8,0,0,0,0,2,652,374
11.7031,132.6,133.8,0,0,0,0,2,649,371
11.7564,132.6,133.8,0,0,0,0,2,647,375
11.8094,132.6,133.8,0,0,0,0,2,652,376
11.8668,132.6,133.8,0,0,0,0,2,647,373
11.9178,132.6,133.8,0,0,0,0,2,647,375
11.9702,132.6,133.8,0,0,0,0,2,652,371
12.024,132.6,133.8,0,0,0,0,2,647,373
12.0774,132.6,133.8,0,0,0,0,2,644,368
12.1273,132.6,133.8,0,0,0,0,2,646,377
12.1807,132.6,133.8,0,0,0,0,2,647,373
12.2335,132.6,133.8,0,0,0,0,2,645,366
12.2848,132.6,133.8,0,0,0,0,2,646,367
12.3373,132.6,133.8,0,0,0,0,2,651,370
12.3904,132.6,133.8,0,0,0,0,2,651,367
12.4445,132.6,133.8,0,0,0,0,2,647,373
12.4946,132.6,133.8,0,0,0,0,2,648,369
12.5462,132.6,133.8,0,0,0,0,2,649,371
12.6001,132.6,133.8,0,0,0,0,2,648,367
12.6543,132.6,133.8,0,0,0,0,2,647,368
12.7069,132.6,133.8,0,0,0,0,2,652,370
12.7611,132.6,133.8,0,0,0,0,2,652,367
12.8146,132.6,133.8,0,0,0,0,2,648,365
12.8667,132.6,133.8,0,0,0,0,2,651,373
12.9178,132.6,133.8,0,0,0,0,2,649,370
12.9684,132.6,133.8,0,0,0,0,2,649,371
13.0211,132.6,133.8,0,0,0,0,2,650,372
13.076,132.6,133.8,0,0,0,0,2,653,372
13.1292,132.6,133.8,0,0,0,0,2,649,368
13.1839,132.6,133.8,0,0,0,0,2,647,369
13.2375,132.6,133.8,0,0,0,0,2,649,369
13.2927,132.6,133.8,0,0,0,0,2,651,369
13.3455,132.6,133.8,0,0,0,0,2,648,365
13.3995,132.6,133.8,0,0,0,0,2,649,363
13.4514,132.6,133.8,0,0,0,0,2,649,371
13.5046,132.6,133.8,0,0,0,0,2,649,362
13.5575,132.6,133.8,0,0,0,0,2,647,365
13.6107,132.6,133.8,0,0,0,0,2,649,363
13.6642,132.6,133.8,0,0,0,0,2,649,364
13.7166,132.6,133.8,0,0,0,0,2,649,362
13.7695,132.6,133.8,0,0,0,0,2,652,360
13.8255,132.6,133.8,0,0,0,0,2,648,370
13.8788,132.6,133.8,0,0,0,0,2,647,364
13.9326,132.6,133.8,0,0,0,0,2,647,370
13.9846,132.6,133.8,0,0,0,0,2,647,366
14.0395,132.6,133.8,0,0,0,0,2,649,366
14.0915,132.6,133.8,0,0,0,0,2,648,365
14.1474,132.6,133.8,0,0,0,0,2,646,365
14.2002,132.6,133.8,0,0,0,0,2,647,368
14.2529,132.6,133.8,0,0,0,0,2,647,365
14.3068,132.6,133.8,0,0,0,0,2,645,366
14.362,132.6,133.8,0,0,0,0,2,648,373
14.416,132.6,133.8,0,0,0,0,2,644,372
14.4689,132.6,133.8,0,0,0,0,2,642,364
14.5201,132.6,133.8,0,0,0,0,2,642,364
14.5723,132.6,133.8,0,0,0,0,2,644,364
14.6255,132.6,133.8,0,0,0,0,2,643,364
14.6782,132.6,133.8,0,0,0,0,2,642,364
14.7311,132.6,133.8,0,0,0,0,2,644,368
14.7843,132.6,133.8,0,0,0,0,2,644,369
14.8363,132.6,133.8,0,0,0,0,2,642,370
14.8888,132.6,133.8,0,0,0,0,2,642,372
14.9382,132.6,133.8,0,0,0,0,3,643,371
14.9919,132.6,133.8,0,0,0,0,3,643,369
15.0446,132.6,133.8,0,0,0,0,3,644,368
15.097,132.6,133.8,0,0,0,0,3,646,373
15.1504,132.6,133.8,0,0,0,0,3,646,375
15.2025,132.6,133.8,0,0,0,0,3,646,374
15.2542,132.6,133.8,0,0,0,0,3,646,373
15.3068,132.6,133.8,0,0,0,0,3,645,374
15.3605,132.6,133.8,0,0,0,0,3,646,375
15.4145,132.6,133.8,0,0,0,0,3,646,373
15.4683,132.6,133.8,0,0,0,0,3,646,374
15.5212,132.6,133.8,0,0,0,0,3,646,376
15.5739,132.6,133.8,0,0,0,0,3,646,370
15.6273,132.6,133.8,0,0,0,0,3,646,371
15.6809,132.6,133.8,0,0,0,0,3,646,373
15.7349,132.6,133.8,0,0,0,0,3,646,370
15.7881,132.6,133.8,0,0,0,0,3,646,368
15.84,132.6,133.8,0,0,0,0,3,646,370
15.89,132.6,133.8,0,0,0,0,3,646,365
15.9484,132.6,133.8,0,0,0,0,3,645,367
16.0031,132.6,133.8,0,0,0,0,3,644,364
16.0587,132.6,133.8,0,0,0,0,3,645,364
16.112,132.6,133.8,0,0,0,0,3,645,363
16.1645,132.6,133.8,0,0,0,0,3,645,364
16.2175,132.6,133.8,0,0,0,0,3,644,362
16.2696,132.6,133.8,0,0,0,0,3,643,366
16.3201,132.6,133.8,0,0,0,0,3,642,357
16.3703,132.6,133.8,0,0,0,0,3,646,364
16.4209,132.6,133.8,0,0,0,0,3,648,376
16.4713,132.6,133.8,0,0,0,0,3,646,370
16.5236,132.6,133.8,0,0,0,0,3,644,364
16.5776,132.6,133.8,0,0,0,0,3,647,366
16.6311,132.6,133.8,0,0,0,0,3,648,364
16.6846,132.6,133.8,0,0,0,0,3,647,372
16.734,132.6,133.8,0,0,0,0,3,647,370
16.7844,132.6,133.8,0,0,0,0,3,646,365
16.8371,132.6,133.8,0,0,0,0,3,646,369
16.8885,132.6,133.8,0,0,0,0,3,642,367
16.9424,132.6,133.8,0,0,0,0,3,642,370
16.9961,132.6,133.8,0,0,0,0,3,642,366
17.0499,132.6,133.8,0,0,0,0,3,638,364
17.103,132.6,133.8,0,0,0,0,3,642,368
17.1564,132.6,133.8,0,0,0,0,3,644,366
17.2082,132.6,133.8,0,0,0,0,3,634,376
17.2614,132.6,133.8,0,0,0,0,3,635,374
17.3142,132.6,133.8,0,0,0,0,3,638,364
17.365,132.6,133.8,0,0,0,0,3,643,369
17.4155,132.6,133.8,0,0,0,0,3,635,373
17.4655,132.6,133.8,0,0,0,0,3,635,371
17.5173,132.6,133.8,0,0,0,0,3,643,377
17.5698,132.6,133.8,0,0,0,0,3,644,375
17.6218,132.6,133.8,0,0,0,0,3,639,369
17.6754,132.6,133.8,0,0,0,0,3,640,369
17.7299,132.6,133.8,0,0,0,0,3,641,368
17.7826,132.6,133.8,0,0,0,0,3,630,372
17.8358,132.6,133.8,0,0,0,0,3,632,367
17.8885,132.6,133.8,0,0,0,0,3,634,367
17.9448,132.6,133.8,0,0,0,0,3,641,378
17.9975,132.6,133.8,0,0,0,0,3,632,367
18.0474,132.6,133.8,0,0,0,0,3,619,371
18.0997,132.6,133.8,0,0,0,0,3,626,372
18.1498,132.6,133.8,0,0,0,0,3,623,373
18.2014,132.6,133.8,0,0,0,0,3,627,376
18.2525,132.6,133.8,0,0,0,0,3,633,377
18.304,132.6,133.8,0,0,0,0,3,636,376
18.3544,132.6,133.8,0,0,0,0,3,632,369
18.404,132.6,133.8,0,0,0,0,3,633,371
18.4553,132.6,133.8,0,0,0,0,3,631,372
18.5069,132.6,133.8,0,0,0,0,3,636,368
18.5603,132.6,133.8,0,0,0,0,3,636,369
18.6133,132.6,133.8,0,0,0,0,3,631,378
