t,pan_deg,tilt_deg,pan_vel_deg_s,tilt_vel_deg_s,speed_deg_s,pan_acc_deg_s2,tilt_acc_deg_s2,human,cx,cy,deadzone_px,target_motion_px,target_motion_filt_px,err_x_px,err_y_px,err_mag_px,err_x_norm,err_y_norm,err_mag_norm
22.8475,139.562,133.875,0,0,0,0,0,1,663,359,84.632,1,1.537,23,-1,23.022,0.035937,-0.002778,0.036045
22.9048,139.562,133.875,0,0,0,0,0,1,661,359,83.243,2,1.676,21,-1,21.024,0.032813,-0.002778,0.03293
22.9575,139.562,133.875,0,0,0,0,0,1,662,359,85.27,1,1.473,22,-1,22.023,0.034375,-0.002778,0.034487
23.0108,139.562,133.875,0,0,0,0,0,1,663,359,86.689,1,1.331,23,-1,23.022,0.035937,-0.002778,0.036045
23.065,139.562,133.875,0,0,0,0,0,1,657,359,72.682,6,2.732,17,-1,17.029,0.026562,-0.002778,0.026707
23.1198,139.562,133.875,0,0,0,0,0,1,657,359,80.878,0,1.912,17,-1,17.029,0.026562,-0.002778,0.026707
23.1721,139.562,133.875,0,0,0,0,0,1,659,360,79.906,2.236,2.009,19,0,19,0.029687,0,0.029687
23.2227,139.562,133.875,0,0,0,0,0,1,658,359,81.692,1.414,1.831,18,-1,18.028,0.028125,-0.002778,0.028262
23.2747,139.562,133.875,0,0,0,0,0,1,660,359,81.184,2,1.882,20,-1,20.025,0.03125,-0.002778,0.031373
23.33,139.562,133.875,0,0,0,0,0,1,663,359,77.829,3,2.217,23,-1,23.022,0.035937,-0.002778,0.036045
23.3818,139.562,133.875,0,0,0,0,0,1,662,359,81.48,1,1.852,22,-1,22.023,0.034375,-0.002778,0.034487
23.4347,139.562,133.875,0,0,0,0,0,1,664,359,81.036,2,1.896,24,-1,24.021,0.0375,-0.002778,0.037603
23.488,139.562,133.875,0,0,0,0,0,1,663,359,83.725,1,1.627,23,-1,23.022,0.035937,-0.002778,0.036045
23.5409,139.562,133.875,0,0,0,0,0,1,662,359,85.608,1,1.439,22,-1,22.023,0.034375,-0.002778,0.034487
23.5948,139.562,133.875,0,0,0,0,0,1,661,358,85.683,1.414,1.432,21,-2,21.095,0.032813,-0.005556,0.033279
23.6486,139.562,133.875,0,0,0,0,0,1,664,359,80.491,3.162,1.951,24,-1,24.021,0.0375,-0.002778,0.037603
23.7026,139.562,133.875,0,0,0,0,0,1,663,359,83.344,1,1.666,23,-1,23.022,0.035937,-0.002778,0.036045
23.7556,139.562,133.875,0,0,0,0,0,1,664,359,85.341,1,1.466,24,-1,24.021,0.0375,-0.002778,0.037603
23.8077,139.562,133.875,0,0,0,0,0,1,665,359,86.738,1,1.326,25,-1,25.02,0.039062,-0.002778,0.039161
23.8604,139.562,133.875,0,0,0,0,0,1,664,359,87.717,1,1.228,24,-1,24.021,0.0375,-0.002778,0.037603
23.9156,139.562,133.875,0,0,0,0,0,1,662,359,85.402,2,1.46,22,-1,22.023,0.034375,-0.002778,0.034487
23.9706,139.562,133.875,0,0,0,0,0,1,662,360,86.781,1,1.322,22,0,22,0.034375,0,0.034375
24.0215,139.562,133.875,0,0,0,0,0,1,667,359,75.45,5.099,2.455,27,-1,27.019,0.042188,-0.002778,0.042279
24.073,139.562,133.875,0,0,0,0,0,1,667,359,82.815,0,1.719,27,-1,27.019,0.042188,-0.002778,0.042279
